PRECINCT,HOUR,INCIDENT_COUNT,AVG_SEVERITY,SAFETY_INDEX
6.0,15,782,2.29156010230179,46.50832107432184
6.0,16,794,2.301007556675063,46.48553449942197
6.0,17,788,2.266497461928934,46.512317017915706
6.0,18,747,2.3078982597054885,46.55523709883727
6.0,19,650,2.2753846153846156,46.7600457076275
6.0,20,623,2.308186195826645,46.80113648479456
6.0,21,512,2.3046875,47.125227037356844
6.0,22,504,2.2777777777777777,47.17557867980447
6.0,23,462,2.324675324675325,47.30350888867685
7.0,0,416,2.2860576923076925,47.56019825141901
7.0,1,384,2.3619791666666665,47.66892901329586
7.0,2,380,2.418421052631579,47.638242608742026
7.0,3,310,2.3548387096774195,48.23873981511542
7.0,4,243,2.3127572016460904,49.11158589286497
7.0,5,149,2.261744966442953,51.64382003639973
7.0,6,140,2.257142857142857,52.064149535161995
7.0,7,220,2.059090909090909,50.02418394824356
7.0,8,423,2.0401891252955084,47.78874703710221
7.0,9,430,2.0209302325581397,47.771693744771575
7.0,10,501,2.0459081836327346,47.39838469763518
7.0,11,397,2.0806045340050376,47.899383539989
7.0,12,507,2.1025641025641026,47.31840305020877
7.0,13,470,2.125531914893617,47.45250641301081
7.0,14,549,2.07103825136612,47.193541639318816
7.0,15,629,2.101748807631161,46.931199915920544
7.0,16,675,2.128888888888889,46.80216799114129
7.0,17,684,2.1476608187134505,46.769856353257715
7.0,18,563,2.172291296625222,47.061716242237665
7.0,19,539,2.150278293135436,47.157956691048796
